token	lemma	pos	Gend
causam	causa	NOM	_
conloquium	colloquium	NOM	_
uitasse	uito	VER	_
ne	ne	CONsub	_
res	res	NOM	_
maximae	magnus	ADJqua	Fem
spei	spes	NOM	_
maximae	magnus	ADJqua	Fem
-que	que	CONcoo	_
utilitatis	utilitas	NOM	_
eius	is	PROdem	Com
iracundia	iracundia	NOM	_
impedirentur	impedio	VER	_

itaque	itaque	CONcoo	_
de	de	PRE	_
deditione	deditio	NOM	_
omnes	omnis	PROind	MascFem
iam	iam	ADV	_
palam	palam	ADV	_
loquebantur	loquor	VER	_
et	et	CONcoo	_
cum	cum	PRE	_
P	publius	NOM	_
Attio	attius	NOM	_
agebant	ago	VER	_
ne	ne	CONsub	_
sua	suus	PROpos.ref	Fem
pertinacia	pertinacia	NOM	_
omnium	omnis	PROind	Com
fortunas	fortuna	NOM	_
perturbari	perturbo	VER	_
uellet	uolo	VER	_

quae	qui	PROrel	Neut
facile	facile	ADV	_
nostri	noster	PROpos	Masc
milites	miles	NOM	_
repellebant	repello	VER	_
magnis	magnus	ADJqua	Com
-que	que	CONcoo	_
ultro	ultro	ADV	_
inlatis	infero	VER	Com
detrimentis	detrimentum	NOM	_
eos	is	PROdem	Masc
qui	qui	PROrel	Masc
eruptionem	eruptio	NOM	_
fecerant	facio	VER	_
in	in	PRE	_
oppidum	oppidum	NOM	_
reiciebant	reicio	VER	_

Caesar	caesar	NOM	_
eo	is	PROdem	MascNeut
tempore	tempus	NOM	_
cum	cum	PRE	_
legione	legio	NOM	_
una	unus	ADJcar	Fem
profectus	proficiscor	VER	Masc
ad	ad	PRE	_
recipiendas	recipio	VER	Fem
ulteriores	ulterior	ADJqua	MascFem
ciuitates	ciuitas	NOM	_
et	et	CONcoo	_
rem	res	NOM	_
frumentariam	frumentarius	ADJqua	Fem
expediendam	expedio	VER	Fem
qua	qui	PROrel	Fem
anguste	anguste	ADV	_
utebatur	utor	VER	_
erat	sum	VER	_
ad	ad	PRE	_
Buthrotum	buthrotum	NOM	_
oppidum	oppidum	NOM	_
quod	qui	PROrel	Neut
est	sum	VER	_
oppositum	oppositus	ADJqua	Neut
Corcyrae	corcyra	NOM	_

hoc	hic	PROdem	MascNeut
consedit	consido	VER	_
loco	locus	NOM	_
atque	atque	CONcoo	_
eum	is	PROdem	Masc
communiuit	communio	VER	_
omnes	omnis	PROind	MascFem
-que	que	CONcoo	_
ibi	ibi	ADV	_
copias	copia	NOM	_
continuit	contineo	VER	_

qua	qui	PROrel	Fem
re	res	NOM	_
animaduersa	animaduerto	VER	Fem
Pompeiani	pompeiani	NOM	_
in	in	PRE	_
quodam	quidam	PROind	MascNeut
monte	mons	NOM	_
constiterunt	consisto	VER	_

qui	qui	PROrel	Masc
cum	cum	CONsub	_
progressi	progredior	VER	Masc
primae	primus	ADJord	Fem
-que	que	CONcoo	_
turmae	turma	NOM	_
insidias	insidiae	NOM	_
intrauissent	intro	VER	_
ex	ex	PRE	_
fremitu	fremitus	NOM	_
equorum	equus	NOM	_
inlata	infero	VER	Fem
suspicione	suspicio	NOM	_
ad	ad	PRE	_
suos	sui	PROpos.ref	Masc
se	sui	PROref	_
recipere	recipio	VER	_
coeperunt	coepio	VER	_
qui	qui	PROrel	Masc
-que	que	CONcoo	_
hos	hic	PROdem	Masc
sequebantur	sequor	VER	_
celerem	celer	ADJqua	MascFem
eorum	is	PROdem	MascNeut
receptum	receptus	NOM	_
conspicati	conspicor	VER	Masc
restiterunt	resisto	VER	_

ne	ne	ADVneg	_
haec	hic	PROdem	Fem
quidem	quidem	ADV	_
res	res	NOM	_
Curionem	curio	NOM	_
ad	ad	PRE	_
spem	spes	NOM	_
morabatur	moror	VER	_

aut	aut	CONcoo	_
quid	quis	PROint	Neut
irati	iratus	ADJqua	Masc
grauius	grauis	ADJqua	Neut
de	de	PRE	_
uobis	uos	PROper	_
sentire	sentio	VER	_
possunt	possum	VER	_
quam	quam	ADVrel	_
ut	ut	CONsub	_
eos	is	PROdem	Masc
prodatis	prodo	VER	_
qui	qui	PROrel	Masc
se	sui	PROref	_
uobis	uos	PROper	_
omnia	omnis	PROind	Neut
debere	debeo	VER	_
iudicant	iudico	VER	_
in	in	PRE	_
eorum	is	PROdem	MascNeut
potestatem	potestas	NOM	_
ueniatis	uenio	VER	_
qui	qui	PROrel	Masc
se	sui	PROref	_
per	per	PRE	_
uos	uos	PROper	_
perisse	pereo	VER	_
existimant	existimo	VER	_

tandem	tandem	ADV	_
omnibus	omnis	PROind	Com
rebus	res	NOM	_
obsessi	obsideo	VER	Masc
quartum	quartus	ADJord	MascNeut
iam	iam	ADV	_
diem	dies	NOM	_
sine	sine	PRE	_
pabulo	pabulum	NOM	_
retentis	retineo	VER	Com
iumentis	iumentum	NOM	_
aquae	aqua	NOM	_
lignorum	lignum	NOM	_
frumenti	frumentum	NOM	_
inopia	inopia	NOM	_
conloquium	colloquium	NOM	_
petunt	peto	VER	_
et	et	CONcoo	_
id	is	PROdem	Neut
si	si	CONsub	_
fieri	fio	VER	_
possit	possum	VER	_
semoto	semoueo	VER	MascNeut
a	ab	PRE	_
militibus	miles	NOM	_
loco	locus	NOM	_

Pompeius	pompeius	NOM	_
his	hic	PROdem	Com
rebus	res	NOM	_
cognitis	cognosco	VER	Com
quae	qui	PROrel	Fem
ad	ad	PRE	_
Corfinium	corfinium	NOM	_
gestae	gero	VER	Fem
Luceria	luceria	NOM	_
proficiscitur	proficiscor	VER	_
Canusium	canusium	NOM	_
atque	atque	CONcoo	_
inde	inde	ADV	_
Brundisium	brundisium	NOM	_

hos	hic	PROdem	Masc
oppressos	opprimo	VER	Masc
somno	somnus	NOM	_
dispersos	dispergo	VER	Masc
adorti	adorior	VER	Masc
magnum	magnus	ADJqua	MascNeut
eorum	is	PROdem	MascNeut
numerum	numerus	NOM	_
interficiunt	interficio	VER	_
multi	multi	NOM	_
perterriti	perterreo	VER	Masc
profugiunt	profugio	VER	_

Pompeius	pompeius	NOM	_
paucis	paucus	ADJqua	Com
post	post	ADV	_
diebus	dies	NOM	_
in	in	PRE	_
Thessaliam	thessalia	NOM	_
peruenit	peruenio	VER	_
contionatus	contionor	VER	Masc
-que	que	CONcoo	_
apud	apud	PRE	_
cunctum	cunctus	ADJqua	MascNeut
exercitum	exercitus	NOM	_
suis	sui	PROpos.ref	Com
agit	ago	VER	_
gratias	gratia	NOM	_
Scipionis	scipio	NOM	_
milites	miles	NOM	_
cohortatur	cohortor	VER	_
ut	ut	CONsub	_
parta	pario	VER	Fem
iam	iam	ADV	_
uictoria	uictoria	NOM	_
praedae	praeda	NOM	_
ac	ac	CONcoo	_
praemiorum	praemium	NOM	_
uelint	uolo	VER	_
esse	sum	VER	_
participes	particeps	ADJqua	MascFem
receptis	recipio	VER	Com
-que	que	CONcoo	_
omnibus	omnis	PROind	Com
in	in	PRE	_
una	unus	ADJcar	Neut
castra	castra	NOM	_
legionibus	legio	NOM	_
suum	suus	PROpos.ref	MascNeut
cum	cum	PRE	_
Scipione	scipio	NOM	_
honorem	honor	NOM	_
partitur	partior	VER	_
classicum	classicum	NOM	_
-que	que	CONcoo	_
apud	apud	PRE	_
eum	is	PROdem	Masc
cani	cano	VER	_
et	et	CONcoo	_
alterum	alter	PROind	MascNeut
illi	ille	PROdem	Com
iubet	iubeo	VER	_
praetorium	praetorium	NOM	_
tendi	tendo	VER	_

erat	sum	VER	_
in	in	PRE	_
oppido	oppidum	NOM	_
multitudo	multitudo	NOM	_
insolens	insolens	ADJqua	Com
belli	bellum	NOM	_
diuturnitate	diuturnitas	NOM	_
otii	otium	NOM	_
Vticenses	uticenses	NOM	_
pro	pro	PRE	_
quibusdam	quidam	PROind	Com
Caesaris	caesar	NOM	_
in	in	PRE	_
se	sui	PROref	_
beneficiis	beneficium	NOM	_
illi	ille	PROdem	Com
amicissimi	amicus	ADJqua	Masc
conuentus	conuentus	NOM	_
is	is	PROdem	Masc
qui	qui	PROrel	Masc
ex	ex	PRE	_
uariis	uarius	ADJqua	Com
generibus	genus	NOM	_
constaret	consto	VER	_
terror	terror	NOM	_
ex	ex	PRE	_
superioribus	superus	ADJqua	Com
proeliis	proelium	NOM	_
magnus	magnus	ADJqua	Masc

his	hic	PROdem	Com
paratis	paro	VER	Com
rebus	res	NOM	_
milites	miles	NOM	_
silentio	silentium	NOM	_
naues	nauis	NOM	_
conscendere	conscendo	VER	_
iubet	iubeo	VER	_
expeditos	expeditus	ADJqua	Masc
autem	autem	CONcoo	_
ex	ex	PRE	_
euocatis	euocati	NOM	_
cum	cum	PRE	_
sagittariis	sagittarius	NOM	_
funditoribus	funditor	NOM	_
-que	que	CONcoo	_
raros	rarus	ADJqua	Masc
in	in	PRE	_
muro	murus	NOM	_
turribus	turris	NOM	_
-que	que	CONcoo	_
disponit	dispono	VER	_

sed	sed	CONcoo	_
in	in	PRE	_
castello	castellum	NOM	_
nemo	nemo	PROind	_
fuit	sum	VER	_
omnino	omnino	ADV	_
militum	miles	NOM	_
quin	quin	CONsub	_
uulneraretur	uulnero	VER	_
quattuor	quatuor	ADJcar	_
-que	que	CONcoo	_
ex	ex	PRE	_
una	unus	ADJcar	Fem
cohorte	cohors	NOM	_
centuriones	centurio	NOM	_
oculos	oculus	NOM	_
amiserunt	amitto	VER	_

interea	interea	ADV	_
quoad	quoad	ADVrel	_
fides	fides	NOM	_
data	do	VER	Fem
Caesarem	caesar	NOM	_
facturum	facio	VER	MascNeut
quae	qui	PROrel	Neut
polliceretur	polliceor	VER	_
non	non	ADVneg	_
intermissuros	intermitto	VER	Masc
consules	consul	NOM	_
Pompeium	pompeius	NOM	_
-que	que	CONcoo	_
dilectus	dilectus	NOM	_

ita	ita	ADV	_
spei	spes	NOM	_
Curionis	curio	NOM	_
militum	miles	NOM	_
studia	studium	NOM	_
non	non	ADVneg	_
deerant	desum	VER	_

quibus	qui	PROrel	Com
rebus	res	NOM	_
paene	paene	ADV	_
perfectis	perficio	VER	Com
aduentu	aduentus	NOM	_
Curionis	curio	NOM	_
cognito	cognosco	VER	MascNeut
queritur	queror	VER	_
in	in	PRE	_
contione	contio	NOM	_
sese	sui	PROref	_
proiectum	proicio	VER	MascNeut
ac	ac	CONcoo	_
proditum	prodo	VER	MascNeut
a	ab	PRE	_
Cn	gnaeus	NOM	_
Pompeio	pompeius	NOM	_
qui	qui	PROrel	Masc
omnibus	omnis	PROind	Com
rebus	res	NOM	_
imparatissimis	imparatus	ADJqua	Com
non	non	ADVneg	_
necessarium	necessarius	ADJqua	MascNeut
bellum	bellum	NOM	_
suscepisset	suscipio	VER	_
et	et	CONcoo	_
ab	ab	PRE	_
se	sui	PROref	_
reliquis	reliqui	NOM	_
-que	que	CONcoo	_
in	in	PRE	_
senatu	senatus	NOM	_
interrogatus	interrogo	VER	Masc
omnia	omnis	PROind	Neut
sibi	sui	PROref	_
esse	sum	VER	_
ad	ad	PRE	_
bellum	bellum	NOM	_
apta	aptus	ADJqua	Neut
ac	ac	CONcoo	_
parata	paratus	ADJqua	Neut
confirmauisset	confirmo	VER	_

sed	sed	CONcoo	_
Nasidianae	nasidianus	ADJqua	Fem
naues	nauis	NOM	_
nullo	nullus	PROind	MascNeut
usui	usus	NOM	_
fuerunt	sum	VER	_
celeriter	celeriter	ADV	_
-que	que	CONcoo	_
pugna	pugna	NOM	_
excesserunt	excedo	VER	_

hic	hic	ADV	_
magnos	magnus	ADJqua	Masc
equitatus	equitatus	NOM	_
magna	magnus	ADJqua	Neut
-que	que	CONcoo	_
auxilia	auxilium	NOM	_
exspectabant	exspecto	VER	_
et	et	CONcoo	_
suis	suus	PROpos.ref	Com
locis	locus	NOM	_
bellum	bellum	NOM	_
in	in	PRE	_
hiemem	hiems	NOM	_
ducere	duco	VER	_
cogitabant	cogito	VER	_

proinde	proinde	ADV	_
sibi	sui	PROref	_
ac	ac	CONcoo	_
reipublicae	respublica	NOM	_
parcerent	parco	VER	_
cum	cum	CONsub	_
quantum	quantum	ADVint	_
in	in	PRE	_
bello	bellum	NOM	_
fortuna	fortuna	NOM	_
posset	possum	VER	_
iam	iam	ADV	_
ipsi	ipse	PROdem	Masc
incommodis	incommodum	NOM	_
suis	suus	PROpos.ref	Com
satis	satis	ADV	_
essent	sum	VER	_
documento	documentum	NOM	_

Libo	libo	NOM	_
profectus	proficiscor	VER	Masc
ab	ab	PRE	_
Orico	oricum	NOM	_
cum	cum	PRE	_
classe	classis	NOM	_
cui	qui	PROrel	Com
praeerat	praesum	VER	_
nauium	nauis	NOM	_
50	50	ADJcar	_
Brundisium	brundisium	NOM	_
uenit	uenio	VER	_
insulam	insula	NOM	_
-que	que	CONcoo	_
quae	qui	PROrel	Fem
contra	contra	PRE	_
portum	portus	NOM	_
Brundisinum	brundisinus	ADJqua	MascNeut
est	sum	VER	_
occupauit	occupo	VER	_
quod	quod	CONsub	_
praestare	praesto	VER	_
arbitrabatur	arbitror	VER	_
unum	unus	ADJcar	MascNeut
locum	locus	NOM	_
qua	qua	ADVrel	_
necessarius	necessarius	ADJqua	Masc
nostris	nostri	PROpos	Com
erat	sum	VER	_
egressus	egressus	NOM	_
quam	quam	ADVrel	_
omnia	omnis	PROind	Neut
litora	litus	NOM	_
ac	ac	CONcoo	_
portus	portus	NOM	_
custodia	custodia	NOM	_
clausos	claudo	VER	Masc
tueri	tueor	VER	_

hoc	hic	PROdem	Neut
primum	primum	ADJadv.ord	_
cum	cum	CONsub	_
Caesari	caesar	NOM	_
ad	ad	PRE	_
Ilerdam	ilerda	NOM	_
nuntiatur	nuntio	VER	_
simul	simul	ADV	_
perfecto	perficio	VER	MascNeut
ponte	pons	NOM	_
celeriter	celeriter	ADV	_
fortuna	fortuna	NOM	_
mutatur	muto	VER	_

confestim	confestim	ADV	_
-que	que	CONcoo	_
expeditas	expeditus	ADJqua	Fem
copias	copia	NOM	_
educit	educo	VER	_

ita	ita	ADV	_
duobus	duo	ADJcar	MascNeut
temporibus	tempus	NOM	_
Ephesiae	ephesius	ADJqua	Fem
pecuniae	pecunia	NOM	_
Caesar	caesar	NOM	_
auxilium	auxilium	NOM	_
tulit	fero	VER	_

atque	atque	CONcoo	_
in	in	PRE	_
castris	castra	NOM	_
Curionis	curio	NOM	_
magnus	magnus	ADJqua	Masc
omnium	omnis	PROind	Com
incessit	incesso	VER	_
timor	timor	NOM	_
animis	animus	NOM	_
is	is	PROdem	Masc
uariis	uarius	ADJqua	Com
hominum	homo	NOM	_
sermonibus	sermo	NOM	_
celeriter	celeriter	ADV	_
augetur	augeo	VER	_

hoc	hic	PROdem	MascNeut
casu	casus	NOM	_
aquila	aquila	NOM	_
conseruatur	conseruo	VER	_
omnibus	omnis	PROind	Com
primae	primus	ADJord	Fem
cohortis	cohors	NOM	_
centurionibus	centurio	NOM	_
interfectis	interficio	VER	Com
praeter	praeter	PRE	_
principem	princeps	NOM	_
priorem	prior	ADJord	MascFem

diuulgato	diuulgo	VER	MascNeut
Domiti	domitius	NOM	_
consilio	consilium	NOM	_
milites	miles	NOM	_
qui	qui	PROrel	Masc
erant	sum	VER	_
Corfinii	corfinium	NOM	_
primo	primus	ADJord	MascNeut
uesperi	uesper	NOM	_
secessionem	secessio	NOM	_
faciunt	facio	VER	_
atque	atque	CONcoo	_
ita	ita	ADV	_
inter	inter	PRE	_
se	sui	PROref	_
per	per	PRE	_
tribunos	tribunus	NOM	_
militum	miles	NOM	_
centuriones	centurio	NOM	_
-que	que	CONcoo	_
atque	atque	CONcoo	_
honestissimos	honestus	ADJqua	Masc
sui	suus	PROpos.ref	MascNeut
generis	genus	NOM	_
conloquuntur	colloquor	VER	_
obsideri	obsideo	VER	_
se	sui	PROref	_
a	ab	PRE	_
Caesare	caesar	NOM	_
opera	opus	NOM	_
munitiones	munitio	NOM	_
-que	que	CONcoo	_
prope	prope	ADV	_
perfectas	perficio	VER	Fem
ducem	dux	NOM	_
suum	suus	PROpos.ref	MascNeut
Domitium	domitius	NOM	_
cuius	qui	PROrel	Com
spe	spes	NOM	_
atque	atque	CONcoo	_
fiducia	fiducia	NOM	_
permanserint	permaneo	VER	_
proiectis	proicio	VER	Com
omnibus	omnis	PROind	Com
fugae	fuga	NOM	_
consilium	consilium	NOM	_
capere	capio	VER	_
debere	debeo	VER	_
se	sui	PROref	_
suae	suus	PROpos.ref	Fem
salutis	salus	NOM	_
rationem	ratio	NOM	_
habere	habeo	VER	_

itaque	itaque	CONcoo	_
tempore	tempus	NOM	_
commutato	commuto	VER	MascNeut
tempestas	tempestas	NOM	_
et	et	CONcoo	_
nostros	nostri	PROpos	Masc
texit	tego	VER	_
et	et	CONcoo	_
naues	nauis	NOM	_
Rhodias	rhodius	ADJqua	Fem
adflixit	affligo	VER	_
ita	ita	ADV	_
ut	ut	CONsub	_
ad	ad	PRE	_
unam	unus	ADJcar	Fem
omnes	omnis	PROind	MascFem
constratae	consterno	VER	Fem
numero	numerus	NOM	_
16	16	ADJcar	_
eliderentur	elido	VER	_
et	et	CONcoo	_
naufragio	naufragium	NOM	_
interirent	intereo	VER	_
et	et	CONcoo	_
ex	ex	PRE	_
magno	magnus	ADJqua	MascNeut
remigum	remex	NOM	_
propugnatorum	propugnator	NOM	_
-que	que	CONcoo	_
numero	numerus	NOM	_
pars	pars	NOM	_
ad	ad	PRE	_
scopulos	scopulus	NOM	_
adlisa	allido	VER	Fem
interficeretur	interficio	VER	_
pars	pars	NOM	_
ab	ab	PRE	_
nostris	nostri	PROpos	Com
detraheretur	detraho	VER	_
quos	qui	PROrel	Masc
omnes	omnis	PROind	MascFem
conseruatos	conseruo	VER	Masc
Caesar	caesar	NOM	_
domum	domus	NOM	_
remisit	remitto	VER	_

Scipionem	scipio	NOM	_
ea	is	PROdem	Fem
esse	sum	VER	_
auctoritate	auctoritas	NOM	_
ut	ut	CONsub	_
non	non	ADVneg	_
solum	solum	ADV	_
libere	libere	ADV	_
quae	qui	PROrel	Neut
probasset	probo	VER	_
exponere	expono	VER	_
sed	sed	CONcoo	_
etiam	etiam	ADV	_
ex	ex	PRE	_
magna	magnus	ADJqua	Fem
parte	pars	NOM	_
compellare	compello	VER	_
atque	atque	CONcoo	_
errantem	erro	VER	MascFem
regere	rego	VER	_
posset	possum	VER	_
praeesse	praesum	VER	_
autem	autem	CONcoo	_
suo	suus	PROpos.ref	MascNeut
nomine	nomen	NOM	_
exercitui	exercitus	NOM	_
ut	ut	CONsub	_
praeter	praeter	PRE	_
auctoritatem	auctoritas	NOM	_
uires	uis	NOM	_
quoque	quoque	ADV	_
ad	ad	PRE	_
coercendum	coerceo	VER	_
haberet	habeo	VER	_

haec	hic	PROdem	Neut
quo	quo	CONsub	_
facilius	facile	ADV	_
certis	certus	ADJqua	Com
-que	que	CONcoo	_
condicionibus	condicio	NOM	_
fiant	fio	VER	_
et	et	CONcoo	_
iureiurando	iusiurandum	NOM	_
sanciantur	sancio	VER	_
aut	aut	CONcoo	_
ipse	ipse	PROdem	Masc
propius	prope	ADV	_
accedat	accedo	VER	_
aut	aut	CONcoo	_
se	sui	PROref	_
patiatur	patior	VER	_
accedere	accedo	VER	_
fore	sum	VER	_
uti	ut	CONsub	_
per	per	PRE	_
conloquia	colloquium	NOM	_
omnes	omnis	PROind	MascFem
controuersiae	controuersia	NOM	_
componantur	compono	VER	_

id	is	PROdem	Neut
autem	autem	CONcoo	_
est	sum	VER	_
iugum	iugum	NOM	_
derectum	directus	ADJqua	Neut
eminens	emineo	VER	Com
in	in	PRE	_
mare	mare	NOM	_
utraque	uterque	PROind	Fem
ex	ex	PRE	_
parte	pars	NOM	_
praeruptum	praeruptus	ADJqua	Neut
atque	atque	CONcoo	_
asperum	asper	ADJqua	Neut
sed	sed	CONcoo	_
tamen	tamen	ADV	_
paulo	paulo	ADV	_
leniore	lenis	ADJqua	Com
fastigio	fastigium	NOM	_
ab	ab	PRE	_
ea	is	PROdem	Fem
parte	pars	NOM	_
quae	qui	PROrel	Fem
ad	ad	PRE	_
Vticam	utica	NOM	_
uergit	uergo	VER	_

eodem	idem	PROdem	MascNeut
-que	que	CONcoo	_
die	dies	NOM	_
Antiochiae	antiochia	NOM	_
in	in	PRE	_
Syria	syria	NOM	_
bis	bis	ADJadv.mul	_
tantus	tantus	PROdem	Masc
exercitus	exercitus	NOM	_
clamor	clamor	NOM	_
et	et	CONcoo	_
signorum	signum	NOM	_
sonus	sonus	NOM	_
exauditus	exaudio	VER	Masc
ut	ut	CONsub	_
in	in	PRE	_
muris	murus	NOM	_
armata	armo	VER	Fem
ciuitas	ciuitas	NOM	_
discurreret	discurro	VER	_

castra	castra	NOM	_
enim	enim	CONcoo	_
ut	ut	ADVrel	_
supra	supra	ADV	_
demonstratum	demonstro	VER	Neut
cum	cum	CONsub	_
essent	sum	VER	_
inter	inter	PRE	_
flumina	flumen	NOM	_
duo	duo	ADJcar	MascNeut
Sicorim	sicoris	NOM	_
et	et	CONcoo	_
Cingam	cinga	NOM	_
spatio	spatium	NOM	_
milium	mille	ADJcar	Com
30	30	ADJcar	_
neutrum	neuter	PROind	Neut
horum	hic	PROdem	MascNeut
transiri	transeo	VER	_
poterat	possum	VER	_
necessario	necessario	ADV	_
-que	que	CONcoo	_
omnes	omnis	PROind	MascFem
his	hic	PROdem	Com
angustiis	angustia	NOM	_
continebantur	contineo	VER	_

cum	cum	PRE	_
his	hic	PROdem	Com
duabus	duo	ADJcar	Fem
Asculum	asculum	NOM	_
Picenum	picenum	NOM	_
proficiscitur	proficiscor	VER	_

quorum	qui	PROrel	MascNeut
studium	studium	NOM	_
alacritatem	alacritas	NOM	_
-que	que	CONcoo	_
pugnandi	pugno	VER	_
cum	cum	CONsub	_
cognouisset	cognosco	VER	_
Scipio	scipio	NOM	_
suspicatus	suspicor	VER	Masc
fore	sum	VER	_
ut	ut	CONsub	_
postero	posterus	ADJqua	MascNeut
die	dies	NOM	_
aut	aut	CONcoo	_
inuitus	inuitus	ADJqua	Masc
dimicare	dimico	VER	_
cogeretur	cogo	VER	_
aut	aut	CONcoo	_
magna	magnus	ADJqua	Fem
cum	cum	PRE	_
infamia	infamia	NOM	_
castris	castra	NOM	_
se	sui	PROref	_
contineret	contineo	VER	_
qui	qui	PROrel	Masc
magna	magnus	ADJqua	Fem
exspectatione	exspectatio	NOM	_
uenisset	uenio	VER	_
temere	temere	ADV	_
progressus	progredior	VER	Masc
turpem	turpis	ADJqua	MascFem
habuit	habeo	VER	_
exitum	exitus	NOM	_
et	et	CONcoo	_
noctu	noctu	ADV	_
ne	ne	ADVneg	_
conclamatis	conclamo	VER	Com
quidem	quidem	ADV	_
uasis	uas	NOM	_
flumen	flumen	NOM	_
transit	transeo	VER	_
atque	atque	CONcoo	_
in	in	PRE	_
eandem	idem	PROdem	Fem
partem	pars	NOM	_
ex	ex	PRE	_
qua	qui	PROrel	Fem
uenerat	uenio	VER	_
redit	redeo	VER	_
ibi	ibi	ADV	_
-que	que	CONcoo	_
prope	prope	PRE	_
flumen	flumen	NOM	_
edito	editus	ADJqua	MascNeut
natura	natura	NOM	_
loco	locus	NOM	_
castra	castra	NOM	_
posuit	pono	VER	_

tamen	tamen	ADV	_
hanc	hic	PROdem	Fem
iacturam	iactura	NOM	_
honoris	honor	NOM	_
sui	suus	PROpos.ref	MascNeut
reipublicae	respublica	NOM	_
causa	causa	NOM	_
aequo	aequus	ADJqua	MascNeut
animo	animus	NOM	_
tulisse	fero	VER	_
cum	cum	CONsub	_
litteras	littera	NOM	_
ad	ad	PRE	_
senatum	senatus	NOM	_
miserit	mitto	VER	_
ut	ut	CONsub	_
omnes	omnis	PROind	MascFem
ab	ab	PRE	_
exercitibus	exercitus	NOM	_
discederent	discedo	VER	_
ne	ne	ADVneg	_
id	is	PROdem	Neut
quidem	quidem	ADV	_
impetrauisse	impetro	VER	_

is	is	PROdem	Masc
primum	primum	ADJadv.ord	_
inter	inter	PRE	_
suos	sui	PROpos.ref	Masc
queri	queror	VER	_
atque	atque	CONcoo	_
indignari	indignor	VER	_
coepit	coepio	VER	_
regem	rex	NOM	_
ad	ad	PRE	_
causam	causa	NOM	_
dicendam	dico	VER	Fem
euocari	euoco	VER	_
deinde	deinde	ADV	_
adiutores	adiutor	NOM	_
quosdam	quidam	PROind	Masc
consilii	consilium	NOM	_
sui	suus	PROpos.ref	MascNeut
nanctus	nanciscor	VER	Masc
ex	ex	PRE	_
regis	rex	NOM	_
amicis	amicus	NOM	_
exercitum	exercitus	NOM	_
a	ab	PRE	_
Pelusio	pelusium	NOM	_
clam	clam	ADV	_
Alexandriam	alexandria	NOM	_
euocauit	euoco	VER	_
atque	atque	CONcoo	_
eundem	idem	PROdem	Masc
Achillam	achillas	NOM	_
cuius	qui	PROrel	Com
supra	supra	ADV	_
meminimus	memini	VER	_
omnibus	omnis	PROind	Com
copiis	copia	NOM	_
praefecit	praeficio	VER	_

atque	atque	CONcoo	_
ut	ut	ADVrel	_
nostri	nostri	PROpos	Masc
perpetuas	perpetuus	ADJqua	Fem
munitiones	munitio	NOM	_
habebant	habeo	VER	_
perductas	perduco	VER	Fem
ex	ex	PRE	_
castellis	castellum	NOM	_
in	in	PRE	_
proxima	propior	ADJqua	Neut
castella	castellum	NOM	_
ne	ne	CONsub	_
quo	quis	PROind	MascNeut
loco	locus	NOM	_
erumperent	erumpo	VER	_
Pompeiani	pompeiani	NOM	_
ac	ac	CONcoo	_
nostros	nostri	PROpos	Masc
post	post	PRE	_
tergum	tergum	NOM	_
adorirentur	adorior	VER	_
ita	ita	ADV	_
illi	ille	PROdem	Masc
interiore	interior	ADJqua	Com
spatio	spatium	NOM	_
perpetuas	perpetuus	ADJqua	Fem
munitiones	munitio	NOM	_
efficiebant	efficio	VER	_
ne	ne	CONsub	_
quem	quis	PROind	Masc
locum	locus	NOM	_
nostri	nostri	PROpos	Masc
intrare	intro	VER	_
atque	atque	CONcoo	_
ipsos	ipse	PROdem	Masc
a	ab	PRE	_
tergo	tergum	NOM	_
circumuenire	circumuenio	VER	_
possent	possum	VER	_

ita	ita	ADV	_
uno	unus	ADJcar	MascNeut
die	dies	NOM	_
sex	sex	ADJcar	_
proeliis	proelium	NOM	_
factis	facio	VER	Com
tribus	tres	ADJcar	Com
ad	ad	PRE	_
Dyrrachium	dyrrachium	NOM	_
tribus	tres	ADJcar	Com
ad	ad	PRE	_
munitiones	munitio	NOM	_
cum	cum	CONsub	_
horum	hic	PROdem	MascNeut
omnium	omnis	PROind	Com
ratio	ratio	NOM	_
haberetur	habeo	VER	_
ad	ad	PRE	_
duo	duo	ADJcar	MascNeut
milia	mille	ADJcar	Neut
numero	numerus	NOM	_
ex	ex	PRE	_
Pompeianis	pompeiani	NOM	_
cecidisse	cado	VER	_
reperiebamus	reperio	VER	_
euocatos	euocati	NOM	_
centuriones	centurio	NOM	_
-que	que	CONcoo	_
complures	complures	ADJqua	MascFem
in	in	PRE	_
eo	is	PROdem	MascNeut
fuit	sum	VER	_
numero	numerus	NOM	_
Valerius	ualerius	NOM	_
Flaccus	flaccus	NOM	_
50	50	NOM	_
filius	filius	NOM	_
eius	is	PROdem	Com
qui	qui	PROrel	Masc
praetor	praetor	NOM	_
Asiam	asia	NOM	_
obtinuerat	obtineo	VER	_
signa	signum	NOM	_
-que	que	CONcoo	_
militaria	militaris	ADJqua	Neut
sex	sex	ADJcar	_
relata	refero	VER	Neut

neque	neque	CONcoo	_
enim	enim	CONcoo	_
sex	sex	ADJcar	_
legiones	legio	NOM	_
alia	alius	PROind	Fem
de	de	PRE	_
causa	causa	NOM	_
missas	mitto	VER	Fem
in	in	PRE	_
Hispaniam	hispania	NOM	_
septimam	septimus	ADJord	Fem
-que	que	CONcoo	_
ibi	ibi	ADV	_
